"Año Convocatoria",Titulo
2010,"Análisis estructural y funcional del repertorio de linfocitos B y T en respuesta a la vacunación y a la infección natural por virus de Influenza estacional y pandémica"
2010,"Betaglicano soluble recombinante humano, un inhibidor terapéutico del TGF-beta."
2010,"Identificación de biomarcadores de adenocarcinoma pulmonar en el proteoma de saliva"
2010,"Riesgos a la salud por degradación y contaminación ambiental en las cuencas hidrográficas de México"
2010,"EFECTO EN EL VACIAMIENTO GASTRICO POSTERIOR A FUNDUPLICATURA TIPO NISSEN CON VAGOTOMIA POSTERIOR Y SERIOMIOTOMIA ANTERIOR EN RATAS"
2010,"ULTRASONIDO CUANTITATIVO PARA EVALUAR EL IMPACTO DE LA INACTIVIDAD FÍSICA SOBRE LOS COMPARTIMENTOS GRASO, MUSCULAR, ÓSEO Y FUNCIONALIDAD EN PACIENTES PEDIÁTRICOS CON HEMOFILIA Y NIÑOS SANOS"
2010,"ANÁLISIS DE COSTO-EFECTIVIDAD DE UN MODELO DE INTERVENCIÓN MÚLTIPLE PARA EL DIAGNÓSTICO Y TRATAMIENTO DE LA NEFROPATÍA TEMPRANA EN PACIENTES CON DIABETES MELLITUS TIPO 2"
2010,"NUEVAS  ESTRATEGIAS PARA LA BUSQUEDA DE MARCADORES MOLECULARES PARA EL DIAGNOSTICO DE LA ENFERMEDAD DE ALZHEIMER Y LA ATENCION A LAS FAMILIAS AFECTADAS"
2010,"EVALUACIÓN DEL EFECTO UN MODELO DE INTERVENCION MÚLTIPLE EN PACIENTES CON DIABETES MELLITUS TIPO 2 Y NEFROPATÍA TEMPRANA SOBRE LA PROGRESIÓN DE LA INSUFICIENCIA RENAL CRÓNICA"
2010,"¿FRECUENCIA DE CELULAS NKT Y SU EXPRESION GENICA EN PACIENTES PEDIATRICOS CON DIABETES TIPO 1.¿"
2010,"DIAGNÓSTICO Y CARACTERIZACIÓN MOLECULAR DE Acinetobacter baumannii PRODUCTOR DE ß-LACTAMASAS CLASE D, COMO EL AGENTE CAUSAL DE  INFECCIONES NOSOCOMIALES  EN HOSPITALES DE TERCER NIVEL; UNA ESTRATEGIA PARA IMPLEMENTAR  TRATAMIENTO EFECTIVO."
2010,"Evaluación del perfil de microRNAs en sangre periférica de  pacientes con neumonía grave asociada a la  infección por el virus A/H1N1."
2010,"Escaneo genómico completo del paciente con diabetes tipo 2 para la búsqueda de nuevos marcadores de asociación con la enfermedad"
2010,"Polimorfismos de los genes de la adiponutrina, apolipoproteína C3 y lipasa hepática y su asociación con comorbilidades de la obesidad en población Mexicana"
2010,"Caracterización de la actividad de péptidos de amaranto sobre la diferenciación adipocítica y la actividad inhibitoria de la DPPIV"
2010,"Desarrollo de nuevos fitofármacos para el tratamiento de la diabetes a partir de las especies medicinales Artemisia mexicana, Brickellia cavanillesii, Anoda cristata y Hintonia standleyana."
2010,"Control optogenético del apetito: caracterización de una nueva terapia alternativa para controlar la obesidad"
2010,"LA SUPLEMENTACIÓN CON VITAMINAS Y MINERALES REDUCE LA  DEPOSICIÓN DE GRASA EN EL ORGANISMO Y LA OBESIDAD EN MUJERES ADULTAS."
2010,"Estudio  a Nivel Celular y Molecular de la  Disfunción Miocardica Asociada con el Síndrome Metabólico y Obesidad: Implicación de la Inflamación, Resistencia a la Insulina y  Señalización Metabólica"
2010,"Caracterización de los factores genéticos y medioambientales determinantes  en la incidencia de diabetes y obesidad en población mexicana. Comparación con diversas poblaciones europeas usando asociación del genoma completo (genome wide scan association)."
2010,"Eficacia de Sacbe para disminuir índice de masa corporal y mejorar parámetros metabólicos de niños/adolescentes con sobrepeso/obesidad y otros factores de riesgo para desarrollar diabetes tipo 2"
2010,"BUSQUEDA DE FACTORES GENÉTICOS QUE CONFIERAN RIESGO EN EL DESARROLLO DE LA FALTA DE RESPUESTA A HIPOGLUCEMIANTES ORALES MEDIANTE LA CARACTERIZACIÓN DE FAMILIAS CON DIABETES EN UNA POBLACIÓN DE YUCATÁN, MÉXICO."
2010,"INFLUENCIA DE LAS COMPLICACIONES SENSORIALES  DE LA DIABETES MELLITUS TIPO 2 Y DE LA OBESIDAD EN LA OCURRENCIA DE CAIDA Y EN LA ESTABILIDAD CORPORAL"
2010,"EFECTIVIDAD DEL TRATAMIENTO MÉDICO NUTRICIO MÁS METFORMINA TRANSGESTACIONAL VS SOLO TRATAMIENTO MÉDICO NUTRICIO, PARA DISMINUIR LA INCIDENCIA  DE DIABETES MELLITUS GESTACIONAL EN EMBARAZADAS CON SÍNDROME DE OVARIOS POLIQUÍSTICOS U OBESIDAD"
2010,"Biomarcadores de falla temprana de las células beta en sujetos con Diabetes Mellitus tipo 2 y sujetos con prediabetes."
2011,"CREACIÓN DE UNA CÓRNEA HUMANA A PARTIR DE CÉLULAS TRONCALES DE MEMBRANA AMNIÓTICA"
2011,"DETERMINANTES AMBIENTALES DE LA OBESIDAD INFANTIL y  POLITICAS PUBLICAS EN MEXICO"
2011,"Inmunoreactividad de biomarcadores en la patogenia de la enfermedad asmática exasperada por aspirina"
2011,"Estudio del perfil de expresión de miRNAs en macrófagos infectados con Mycobacterium tuberculosis"
2011,"Evaluación de marcadores moleculares de la vía de señalización Notch para el _x000D_
diagnóstico y tratamiento de cáncer cervicouterino."
2011,"OBTENCIÓN, MANTENIMIENTO Y OPTIMIZACIÓN DEL PROCESO DE DIFERENCIACIÓN DE CÉLULAS PLURIPOTENTES INDUCIDAS HUMANAS (iPSCs) HACIA FENOTIPOS PROGENITORES RETINALES"
2011,"diseño y aplicación de un sistema duplex en tiempo real para la detección rápida  de bocavirus y adenovirus en muestras de exudado faríngeo"
2011,"MEJORAMIENTO DE LA PRODUCCIÓN DEL  SUERO ANTIVIPERINO, PRODUCIDO EN BIRMEX, A TRAVÉS DEL ESTABLECIMIENTO DE UN ESTANDAR CON VENENO DE SERPIENTES JOVENES Y ADULTAS DE LOS GENEROS  C basiliscus y B asper."
2011,"Estudio de los alelos de HLA clase II y su asociación con la persistencia de la infección por virus del papiloma humano y el desarrollo de lesiones premalignas de cérvix."
2011,"DISEÑO DEL TRATAMIENTO DE DIABETES MEDIANTE LA REGULACIÓN ENZIMÁTICA DE LA CONCENTRACIÓN DE GLUCOSA A NIVEL DE TRACTO DIGESTIVO"
2011,"ANÁLISIS DE LAS MUTACIONES EN EL GEN LRBA (LYPOPOLISACHARIDE RESPONSIVE AND BEIGE-LIKE ANCHOR) EN INMUNODEFICIENCIA COMÚN VARIABLE (ICV)"
2011,"Desarrollo de calzado con características biomecánicas para  mejorar la movilidad en pacientes usuarios de férulas de tobillo-pie"
2011,"Caracterización de patrones de movilidad de los casos de dengue de una población endémica urbana del estado de Morelos, México."
2011,"Identificación de secuencias para optimizar la expresión de moléculas exógenas inhibidoras de la replicación del Virus Dengue en el vector Aedes aegypti"
2011,"Análisis Integral de riesgo para la transmisión de la enfermedad de Chagas en México."
2011,"Identificación de inhibidores de la enzima PDI humana con potencial de bloquear sus actividades oxidorreductora y chaperona"
2011,"CASAS Y ESCUELAS A PRUEBA DE Aedes aegypti PARA  MAXIMIZAR EL CONTROL Y LA PREVENCIÓN DEL DENGUE EN AREAS DE RIESGO EN YUCATAN"
2011,"EVALUACION DE MARCADORES GENETICOS, ESTRÉS OXIDATIVO Y GENOTOXICIDAD EN MUJERES CON PREECLAMPISA EXPUESTAS A ARSENICO DEL ESTADO DE DURANGO"
2011,"Identificación de biomarcadores asociados a infecciones severas por virus sincicial respiratorio"
2011,"Estudio de las variantes alélicas  del gen de la paraoxonasa 1 (PON 1) y de los valores de homocisteína, colesterol y lipoproteínas en la preeclampsia."
2011,"Contribución de variaciones de los genes LMF1, GPIHBP1 y APO AV  en la génesis de la quilomicronemia"
2011,"Caracterización clínica, neuropsicológica y de la actividad eléctrica en adultos con daño cerebral secundario a Traumatismo Craneoencefálico ó a un evento  Cerebro-Vascular; procedimientos diagnósticos y neurorehabilitación integral."
2011,"VALOR DE LA PROLACTINA Y DE LAS VASOINHIBINAS COMO FACTORES PRONOSTICOS Y TERAPEUTICOS DE LA RETINOPATIA DIABETICA"
2011,"DETERMINACIÓN DE LA FRECUENCIA DE LAS CÉLULAS SUPRESORAS DE ORIGEN MIELOIDE Y SU POSIBLE UTILIDAD COMO BIOMARCADOR PRONÓSTICO EN CÁNCER PULMONAR"
2011,"Optimización de la técnica de PCR  punto final para la diferenciación  entre  Leishmania mexicana y L. braziliensis en improntas de sujetos  infectados."
2011,"Eficacia y adherencia de dos intervenciones para el control de peso en mujeres con obesidad mórbida"
2011,"Genoma del Cáncer de Páncreas"
2011,"DESARROLLO DE UN MODELO DE CRIOPRESERVACIÓN DE ALOINJERTOS HUMANOS CON FINES DE TRASPLANTE: ESTUDIO MULTICÉNTRICO PARA EVALAUAR LA  SEGURIDAD Y ESTABILIDAD BIOLÓGICA."
2011,"EFECTO DE LA ADMINISTRACIÓN  ENTERAL DE ÁCIDO DOCOSAHEXAENOICO SOBRE CITOCINAS, TOLERANCIA ENTERAL, VELOCIDAD DE CRECIMIENTO, ENTEROCOLITIS NECROSANTE Y ESTANCIA HOSPITALARIA EN NEONATOS PRETÉRMINO"
2011,"Biomarcadores diagnósticos para tuberculosis humana en sangre"
2011,"Significado pronóstico de la presencia de Virus de Papiloma Humano en ganglios linfáticos en pacientes con cáncer cervicouterino tratados inicialmente con cirugía radical: estudio de casos y controles."
2011,"Implementación de un modelo intercultural de atención a la salud para adultos mayores tarahumaras"
2011,"Desarrollo de un sustituto biológico de piel para el tratamiento de quemaduras mediante técnicas de ingeniería de tejidos."
2011,"El Gen AKNA Como Biomarcador Asociado a Cáncer Cervicouterino:  caracterización In Vivo e In Vitro"
2011,"Desarrollo de un modelo predictivo de cuadros hemorrágicos debidos al virus del dengue basado en el análisis de polimorfismos de nucleótidos únicos presentes en el promotor de DC-SIGN y TNF-alfa y en la secuenciación completa del gen E viral."
2011,"FILTRADO CELULAR PARA LA SELECCIÓN DE ESPERMATOZOIDES NO APOPTÓTICOS DE PACIENTES CON INFERTILIDAD."
2011,"Evaluación e inducción de la respuesta inmune innata en pacientes geriátricos"
2011,"Relación entre los niveles de PUFA y antioxidantes en leche materna de cuatro localidades expuestas a distintos niveles de contaminación química"
2011,"EVALUACIÓN DE LOS ANTICUERPOS ANTI-PADI4 COMO UN NUEVO MARCADOR SEROLÓGICO EN LA VALORACIÓN CLÍNICA EN ARTRITIS REUMATOIDE Y SU CORRELACIÓN CON HAPLOTIPOS FUNCIONALES, EXPRESIÓN ALÉLICA Y ACTIVIDAD ENZIMÁTICA DE PADI4."
2011,"Síndrome metabólico, menopausia y Enfermedad Cardiovascular subclínica en mujeres mexicanas: Determinantes y Predictores en la Cohorte EsMaestras ."
2011,"Transferencia a la clínica del sistema de fabricación de asientos conformados para niños con discapacidad"
2011,"Mecanismos de acción del Acetato de Ulipristal, un nuevo anticonceptivo de emergencia: efectos sobre la unidad hipotálamo-hipofisaria y el endometrio."
2011,"Impacto de la utilización de ácidos grasos poli insaturados de cadena larga omega-3 en la pérdida de peso y resistencia a la insulina de adolescentes obesos"
2011,"Diagnóstico diferencial en un solo paso de enfermedades febriles distintas a dengue."
2011,"EFICACIA DE INICIADORES PARA LA DETECCIÓN DE DIFERENTES REGIONES DEL VIRUS DE LA HEPATITIS B EN PACIENTES Y DONADORES DE SANGRE REACTIVOS A ANTI-CORE Y AgVHBs NO DETECTABLE."
2011,"Evaluación de la exposición a manganeso y sus efectos en salud en la población  residente de un distrito minero en Hidalgo, a partir de la implementación de medidas de control en las fuentes de emisión."
2011,"CARACTERIZACIÓN GENOTÌPICA Y FENOTÌPICA DE Coccidioides EN POBLACIÓN MEXICANA Y SU RELACIÓN CON FORMAS PARASITARIAS"
2011,"Propuesta de un Modelo Sociocultural para Prevenir las Muertes Maternas"
2011,"ANÁLISIS DE VARIANTES ALELICAS DE LOS GENES eNOS,  APLN,  APLNR,  MTHFR/CLCN6 Y CAMBIOS EPIGENÉTICOS EN LA REGION PROMOTORA DE LOS GENES MTHFR/CLCN6 ASOCIADOS AL DESARROLLO DE  HIPERTENSIÓN ARTERIAL ESENCIAL"
2011,"Desarrollo preclínico del ribavirin como inhibidor multiblanco (multitargeted) de EZH2, eIF4E e IMPDH2 en neoplasias malignas."
2011,"Determinantes y Factores de Pronóstico de Enfermedad Hepática Crónica en una Cohorte de Trabajadores de la Salud: Un Estudio Longitudinal"
2011,"Diseño de un sistema de detección rápido, eficiente y portátil de dengue por medio de técnicas de Ingeniería Genética y Nanotecnología."
2011,"IMPLICACIONES DE LAS VARIACIONES EN EL NÚMERO DE COPIAS DE GENES TLRs EN LA SUSCEPTIBILIDAD Y GRAVEDAD DEL ASMA"
2011,"Diagnóstico molecular rápido y preciso de las especies de Candida más comunes en infecciones hospitalarias: Candida tropicalis, Candida parapsilosis y Candida albicans."
2011,"Desarrollo y validación de un inmunoensayo para la cuantificación de productos finales de glicosilación avanzada: evaluación de su valor diagnóstico para predecir las complicaciones crónicas de la Diabetes Mellitus."
2011,"Búsqueda de daño cromosómico estructural en espermatozoides de pacientes con linfoma de Hodgkin que fueron tratados con MOPP y ABVD, por medio de FISH multicolor: ensayo AM8."
2011,"DIFERENCIACIÓN DE GONOCITOS EN NIÑOS CON CRIPTORQUIDIA, Y SU ASOCIACIÓN CON EL CARCINOMA ""IN SITU""  TESTICULAR"
2011,"Biomarcadores séricos y de Lavado Bronquio-alveolar en el diagnóstico diferencial y  pronóstico para la Fibrosis Pulmonar Idiopática"
2011,"SEROLOGÍA DEL CÁNCER DUCTAL DE LA MAMA EN MUJERES MEXICANAS"
2011,"Conducta de búsqueda y TDAH, un modelo para el estudio clínico del TDAH y el análisis de las funciones ejecutivas."
2011,"Evaluación del efecto combinado de Ademetionina (S-Adenosyl Metionina) y la terapia estándar de IFN (PEG-IFN-alfa y Ribavirina) en la replicación del VHC: estudio in vitro y en pacientes con Hepatitis C"
2011,"Polimorfismos en Calpaína-10 y su efecto sobre la expresión del gen en niños con obesidad. Posible marcador de riesgo para síndrome metabólico"
2011,"BIOMARCADORES GENÉTICOS ASOCIADOS A LA DEPRESIÓN EN ENFERMEDADES NEURODEGENERATIVAS EN POBLACIÓN MESTIZO MEXICANA"
2011,"ANÁLISIS DE LA EXPRESIÓN DE CAV1 Y PTRF (CAVINA-1) EN CÉLULAS MONONUCLEARES DE SANGRE PERIFÉRICA Y TUMORES DE  OSTEOSARCOMA HUMANO EN POBLACION MEXICANA Y SU CORRELACIÓN COMO MARCADORES DE MALIGNIDAD"
2011,"INFLUENCIA DE CYP2D6 EN LA GENOTOXICIDAD INDUCIDA POR LAS ANFETAMINAS"
2011,"Validación de un nuevo método para el diagnóstico temprano de la tricomonosis."
2011,"Estudio de las moléculas IKBNS y Bcl-3 en la interrupción temprana del embarazo"
2011,"Evaluación del Impacto en Salud por exposición a contaminantes atmosféricos criterio en 26 ciudades de México."
2011,"Estrategia comunitaria de atención en salud de las personas adultas mayores en situación de desprotección social en comunidades rurales del estado de Morelos: Un modelo de atención con enfoque social."
2011,"Proyecto de prevalencia y antropología de la medicina de trastornos musculoesqueléticos y enfermedades reumaticas en comunidades indigenas Mayas, Mixtecas y Zapotecas"
2011,"Costo-efectividad y retos de implementación de intervenciones interculturales de salud materna en poblaciones indígenas de México"
2011,"Desarrollo de un método rápido de drogosusceptibilidad para M. tuberculosis mediante el uso de materiales cerámicos"
2011,"ESTUDIO DE LA INFECCIÓN POR VPH DE ALTO RIESGO EN LA REGIÓN ANAL DE LAS MUJERES CON LESIONES ESCAMOSAS INTRAEPITELIALES O CÁNCER CERVICOUTERINO"
2011,"EVALUACIÓN DEL SISTEMA DE VIGILANCIA Y PROMOCIÓN DEL DESARROLLO INTEGRAL DEL NIÑO. ESTUDIOS DE VALIDEZ CONCURRENTE E IMPACTO, Y DISEÑO DE ESTRATEGIAS DE CAPACITACIÓN."
2011,"Asociación entre polimorfismos genéticos de proteínas involucradas en el transporte, metabolismo e interacción del fármaco oseltamivir y las reacciones adversas en pacientes del IMSS en el noreste de México."
2011,"EVALUACIÓN DE LA SALUD AMBIENTAL INFANTIL DE UNA COMUNIDAD DEL ESTADO DE MÉXICO"
2011,"Estudio de los genes de resistencia a multidrogas de la familia (ABC-B1,B7,B11) y del polimorfimo C3435T  en pacientes con leucemia aguda  y su impacto  clínico."
2011,"Perfiles de expresión y metilación en pacientes con cáncer de mama triple negativo, y su asociación con la respuesta favorable/desfavorales al tratamiento (quimioterapia)."
2011,"IDENTIFICACIÓN DE POLIMORFISMOS DE NAT2 COMO MARCADORES GENÉTICOS Y SU ASOCIACIÓN CON LA FARMACOCINÉTICA DE ISONIACIDA Y SU METABOLITO. HACIA UNA ESTRATEGIA PARA LA INDIVIDUALIZACIÓN DE LA TERAPIA ANTIFÍMICA EN PACIENTES CON TUBERCULOSIS."
2011,"Polimorfismos y niveles de expresión del gen de quimasa y su relación funcional sobre la expresión de genes vasoactivos como marcadores de riesgo para el desarrollo de la preeclampsia."
2011,"Identificación de microRNA-326 como un marcador genético útil para evaluar la severidad de la tuberculosis en población mexicana y su asociación con el biomarcador de inflamación Th17."
2011,"Termografía funcional aplicada a la identificación de infección intrauterina en mujeres embarazadas."
2011,"IDENTIFICACIÓN DE BIOMARCADORES ASOCIADOS A LESIONES GÁSTRICAS PREMALIGNAS Y DE TRANSFORMACIÓN A CÁNCER POR MEDIO DE ELECTROFORESIS BI-DIMENSIONAL Y ESPECTROMETRÍA DE MASAS (LC-MS)."
2011,"Efecto de los polimorfismos genéticos del CYP3A4, CYP3A5, MDR1 y NAT2 sobre la Farmacocinética de nifedipina e hidralazina y su respuesta clínica en mujeres con preeclampsia-eclampsia."
2011,"Desarrollo de un implante  osteogénico generado mediante técnicas de ingeniería tisular para reparar defectos óseos maxilares"
2011,"Reemplazo de menisco con una bioprótesis de materiales sintéticos bioabsorbibles y células troncales autólogas."
2011,"Efecto de la exposición a nanotubos de carbono sobre el endotelio vascular y la fibrinólisis"
2011,"Elaboración y evaluación de una vacuna de ADN universal contra la influenza A"
2011,"EXPOSICIÓN A FTALATOS EN NIÑOS DE MEXICO Y SU ASOCIACIÓN CON LA FUNCIÓN TIROIDEA Y SUS EFECTOS NEUROTÓXICOS"
2011,"SEROEPIDEMIOLOGIA A NIVEL NACIONAL DE TRES INFECCIONES DE TRANSMISION SEXUAL CON EFECTOS SINERGISTICOS: VIH/SIDA, SIFILIS Y HERPES GENITAL"
2011,"ENFERMEDAD CARDIOVASCULAR  EN ESTADIOS TEMPRANOS DE LA NEFROPATÍA DIABETICA EN POBLACIÓN MEXICANA CON DIABETES MELLITUS-2"
2012,"FARMACOGENÉTICA DEL TRANSPORTE DE METOTREXATO Y SU RELACIÓN CON LAS CONCENTRACIONES DEL FÁRMACO EN PACIENTES PEDIÁTRICOS CON DIAGNÓSTICO DE LEUCEMIA LINFOBLÁSTICA AGUDA"
2012,"ANALISIS DE LA PROLACTINA Y DE LAS VASOINHIBINAS CIRCULANTES COMO FACTORES PRONOSTICOS DE LA PROGRESION DE LA RETINOPATIA DEL PREMATURO"
2012,"Desarrollo de matrices de arabinoxilanos ferulados como sistemas para la liberación controlada de insulina"
2012,"Efecto de la suplementación de los ácidos grasos eicosapentaenoico y docosahexaenoico sobre el estado inflamatorio y alteraciones metabólicas en pacientes con distrofia muscular de Duchenne/Becker"
2012,"Desarrollo de una herramienta pronóstico de respuesta al tratamiento con levetiracetam mediante el análisis in vivo de la expresión de la proteína SV2A en pacientes pediátricos con epilepsia parcial"
2012,"Hipertensión postrasplante renal. Mecanismos y tratamiento."
2012,"DETERMINACIÓN DE BIOMARCADORES EN SANGRE PERIFERICA PARA PREDECIR RESPUESTA, TOXICIDAD AL TRATAMIENTO Y SOBREVIDA  EN PACIENTES CON LINFOMA NO HODGKIN."
2012,"Diseño e Implementación de una Órtesis Robótica de Mano controlada por Interfaz Cerebro-Computadora para pacientes con discapacidad motora"
2012,"Determinación de bio-marcadores de daño oxidativo en membranas de eritrocito, como predictores de desenlace perinatal adverso en mujeres embarazadas con sobrepeso."
2012,"Análisis de microRNAs involucrados en el desarrollo del sistema nervioso central en el suero de mujeres gestantes y no gestantes utilizando una plataforma de microarreglos de expresión ."
2012,"Eficiencia de insecticidas biorracionales de última generación en el control de vectores del dengue."
2012,"Glicómica del cáncer cervicouterino y su aplicación en la identificación de biomarcadores para la detección temprana y pronóstico de la enfermedad"
2012,"AISLAMIENTO Y EXPANSIÓN DE CELULAS T REGULADORAS ALOESPECÌFICAS EN PACIENTES RECEPTORES DE TRASPLANTE RENAL TRATADOS CON BELATACEPT O CICLOSPORINA"
2012,"EXPRESIÓN DE GENES INVOLUCRADOS EN LA VÍA Wnt-¿-CATENINA _x000D_
EN PACIENTES CON SÍNDROME X-FRÁGIL"
2012,"Factores clínicos, bioquímicos, dosimétricos y funcionales respiratorios predictores de neumonitis por radioterapia en cáncer de pulmón localmente avanzado (etapas IIIa y IIIb) tratados con quimio y radioterapia"
2012,"Evaluación del riesgo genético a obesidad basado en la variación del número de copias (CNVs) y del SNP rs9939609 del gen FTO en niños mestizos de Yucatán."
2012,"Evaluación del proceso de atención a la salud en la Enfermedad Vascular Cerebral en ancianos mayores de 60 años en Unidades Médicas y Hospitalarias del IMSS"
2012,"VALOR PRONÓSTICO DEL PATRÓN INFLAMATORIO DEL MICROAMBIENTE TUMORAL EN PACIENTES CON ADENOCARCINOMA PULMONAR EN ESTADIO II Y III CON RESECCIÓN QUIRÚRGICA"
2012,"Frecuencia de tuberculosis multifármacorresistente en pacientes del Occidente de México"
2012,"Análisis del perfil de metilación de microRNAs en suero como biomarcadores de osteoartritis"
2012,"Evaluación de la interacción entre el consumo de macronutrimentos y el perfil de la microbiota del colon distal y su asociación con obesidad infantil, en población mexicana"
2012,"Alteraciones en la acumulación nuclear de la ARN polimerasa II dependiente de las proteínas Gpn en el cáncer de mama."
2012,"DESARROLLO, APLICACIÓN Y VALIDACION DE UN ENSAYO DE PCR CUANTITATIVA EN ARREGLO PARA LA DETECCION DE SECUENCIAS VIRALES EN CANCER DE MAMA"
2012,"Evaluación de marcadores de daño renal temprano en una población expuesta a fluoruro a través del agua de bebida."
2012,"Análisis molecular de pacientes y portadoras de enfermedad granulomatosa crónica y su correlación con el pronóstico clínico"
2012,"Efecto de la exposición a plaguicidas durante el embarazo  y su interacción con polimorfismos genéticos PON1 sobre eventos reproductivos adversos y sobre el perfil tiroideo materno y del recién nacido en zonas florícolas de Estado de México ."
2012,"Síntesis de dipéptidos no proteinogénicos de cadena corta como inhibidores de proteasas contra agentes patógenos en las vías respiratorias"
2012,"Uso de Fármacos  que inducen  Autofagia  como tratamiento adyuvante en Tuberculosis Pulmonar ."
2012,"Eficacia de la  terapia nutricional y la educación a través de un sistema multimedia para el control metabólico del  paciente con diabetes tipo 2.  Ensayo Clínico Aleatorizado."
2012,"Identificación de factores pronosticos en el desarrollo,   de Esclerosis Múltiple"
2012,"Prevalencia, Caracterización y Tipificación Molecular de Beta-Lactamasas de Interés Clínico en Enterobacterias Aisladas de Pacientes Pediátricos"
2012,"DESARROLLO DE UNA TECNOLOGÍA PARA LA IDENTIFICACIÓN RAPIDA DE TOXOPLASMOSIS ACTIVA EN PACIENTES INMUNOSUPRIMIDOS Y MUJERES EMBARAZADAS."
2012,"Manejo del sobrepeso y la obesidad en el primer nivel de atención a la salud: Intervenciones adaptadas al paciente	"
2012,"Utilidad de 30 determinantes proteicos como biomarcadores de predicción de riesgo de Preeclampsia"
2012,"Serotipificación de Toxoplasma gondii para identificación de virulencia de cepas endémicas en México"
2012,"Determinación de  diferentes clases y subclases de anticuerpos específicos en muestras de sangre embebida en papel filtro de niños con infección congénita por Toxoplasma gondii como posibles marcadores de diagnóstico pronóstico"
2012,"Desarrollo de un modelo predictivo de la incidencia de la diabetes tipo2 en adultos mexicanos usando variables clínicas y metabolitos cuantificados por resonancia magnética nuclear"
2012,"Identificación y aislamiento de compuestos con actividad inhibitoria sobre la replicación del virus de dengue a partir de plantas medicinales endémicas de México"
2012,"Efecto protector de la espironolactona sobre el daño tubular en el trasplante renal."
2012,"IDENTIFICACIÓN DE MARCADORES GENÉTICOS DE LA PATOGÉNESIS DEL DENGUE MEDIANTE EL ANÁLISIS DE LA EXPRESIÓN DIFERENCIAL DE GENES EN CULTIVOS PRIMARIOS DE LINFOCITOS T HUMANOS."
2012,"Estrategias farmacológicas y no-farmacológicas para el tratamiento de los síntomas tempranos en la Enfermedad de Alzheimer"
2012,"VARIABILIDAD DE LA PRÁCTICA MÉDICA Y UNA PROPUESTA DE ESTRATEGIA DE MEJORA EN LA CALIDAD DE ATENCIÓN POR MEDIO DE GUÍAS DE PRÁCTICA CLÍNICA EN EL INSTITUTO MEXICANO DEL SEGURO SOCIAL"
2012,"Diagnóstico molecular de las epilepsia de ausencias"
2012,"ESTRATEGIA DE OPTIMIZACIÓN DE LA DOSIFICACIÓN DE TACROLIMUS EN PACIENTES PEDIÁTRICOS CON TRASPLANTE RENAL"
2012,"EVALUACION DEL PAPEL NEUROPROTECTOR DEL ACIDO URICO Y SU RELACION CON EL DESARROLLO, PROGRESIÓN Y RECUPERACIÓN FUNCIONAL DE PACIENTES CON ENFERMEDAD DE PARKINSON, ENFERMEDAD DE ALZHEIMER, ESCLEROSIS MÚLTIPLE Y ENFERMEDAD VASCULAR CEREBRAL"
2012,"DESARROLLO DE UNA PLATAFORMA DE PCR EN TIEMPO REAL PARA LA IDENTIFICACIÓN DE GENES DE RESISTENCIA A ANTIBIÓTICOS EN BACTERIAS CAUSALES DE SEPSIS NEONATAL"
2012,"PERFIL DE EXPRESIÓN DE MicroRNAS EN PACIENTES PEDIÁTRICOS CON TUMORES DE SISTEMA NERVIOSO CENTRAL"
2012,"Análisis de los niveles séricos de metaloproteinas 1, 7, 9, MMP-9/TIMP-1 y proteína C-reactiva, así como su correlación con el FEV1 en pacientes con EPOC por humo de tabaco y humo de leña."
2012,"BIOMARCADORES  PARA MESOTELIOMA PLEURAL EN  DERECHOHABIENTES DEL INSTITUTO MEXICANO DEL SEGURO SOCIAL"
2012,"Impacto cognitivo de la epilepsia del lóbulo temporal y su relación con las anormalidades de la conectividad y función del lóbulo temporal"
2012,"Efectos sobre la función tiroidea y estrés oxidativo por la exposición a Arsénico (As) y Fluoruros (F) durante el embarazo."
2012,"DESARROLLO DE UNA PRUEBA DIAGNÓSTICA Y PRONÓSTICA PARA PACIENTES MEXICANAS CON DIAGNÓSTICO DE CÁNCER DE MAMA BASADA EN LA DETERMINACION DE LOS NIVELES SÉRICOS DE AGP."
2012,"Análisis de la dinámica y evolución intrahospedero de las variantes virales resistentes a los fármacos de nueva generación contra el virus de la hepatitis C."
2012,"DESARROLLO E IMPLEMENTACION DE NUEVAS TECNOLOGÍAS DIAGNOSTICAS MOLECULARES PARA DISFERLINOPATIA: SEGUNDA CAUSA DE DISTROFIA MUSCULAR EN MÉXICO?"
2012,"EVALUACIÓN DEL IMPACTO DE GENES DEL METABOLISMO DE XENOBIÓTICOS (CYP1A1, CYP1B1, CYP2C19, CYP2D6, CYP17 Y CYP19) SOBRE EL CÁNCER DE MAMA EN MÉXICO"
2012,"Uso de nanopartículas antibacteriales para el tratamiento de infecciones causadas por Streptococcus pneumoniae."
2012,"EVALUACIÓN DE LA DINAMICA VESICAL EN NIÑOS CON OBESIDAD Y OBESIDAD EXTREMA CON UROFLUJOMETRIA EN PACIENTES DEL HOSPITAL REGIONAL DE ALTA ESPECIALIDAD DEL BAJIO"
2012,"Estudio del efecto de un portafolio dietario (nopal, chia, soya y avena) y actividad física sobre parámetros del síndrome metabólico en pacientes con el alelo C de la variante R230C de ABCA1"
2012,"Diagnóstico rápido de tuberculosis y farmacorresistencia en aislados de pacientes en la Peninsula de Yucatán, México."
